id,response
STDT 6260," An astronauts weight is different on the moon because of gravity, gravity is what makes you float in space so, an astronauts weight is different on the moon than it is on earth on because of Gravity. "
STDT 6263,"   Our weight on the moon is less than it would be on Earth, this is because the difference on the strength of the gravity on the moon. Its determined from the size of the moon.  "
STDT 6265, Because the moon has less mass than the earth 
STDT 6269," An astronauts weight is different on the moon because the force of gravity is lighter because the moon is smaller object, therefore its pull on other objects is lighter, giving an astronaut the ability to jump even higher."
STDT 6274," Weight on the moon is lees than on Earth, because of a difference in the strength of gravitational pull. "
STDT 6281, due to the gravity of space.
STDT 6282, beacuse of the gravaty is diffrent on the moon 
STDT 6283, the moon has some gravity but the earth is full of gravity. 
STDT 6290, I think that the moon your weight is different because I think the moon has less gravite and that is why they are able o jump higher. The less gravite the less wight. 
STDT 6293, Because the moon doesn't have gravity so there weight is lower than there weight on earth. 
STDT 6295, because there is no gravity on the moon.
STDT 6297, the moon has less gravity than earth but space has non that why they can float. 
STDT 6301, He/she weight decreases on the moon because there is less gravitational pull than on earth. 
STDT 6302," The astronaut's weight on Earth is different, because there is gravity on Earth. We weigh more on Earth, because of this gravity. On the moon, there is no gravity, therefore our weight on the moon is non-existence. "
STDT 6305, An astronaut's weight is different on the moon than it is on Earth because the gravity is different on the Earth and the moon. Gravity pulls your mass down and makes your weight. The Earth has more mass because it is bigger than the moon. That means there is more gravity pulling down on the astronaut so he will weigh more on Earth. 
STDT 6306," On Earth, the gravitational pull makes you more heavy because of the space between you and the center of Earth. It's called Gravitational force, and it's used to not make everything float in our everyday lives. Just imagine your floating house and cat. It doesn't exist (yet) because of this force discovered by Issac Newton. In outer space, on the Moon, you would weigh way less. This is because there is less gravity, almost none, to pull you back onto a surface. "
STDT 6309," If I were an astronaut and went to the moon that has a mass that's less than earth, my weight would be lighter. The reason for this is there is less gravity on the moon. Therefore, it has a weaker gravitational pull, making me weight less.  "
STDT 6310," On the moon, there is less gravity due to its size compared to the earth, yet the astronaut's mass does not change, and therefore there is altogether less gravity pushing on him and so he would weigh less. "
STDT 6311, An astronaut's weight is different on the moon than it is on earth because there is less gravitational force on the Moon. 
STDT 6313, on the moon you would be lighter  
STDT 4132," Weight is a product of mass and gravity on an object. On earth, the gravity is perfect for making a measurement. Although the moon has little to no gravity, since weight needs gravity mostly to make a product of measurement, it would decrease the weight. When an object has both gravity and mass on an object, it makes a perfect product of weight, but when more gravity is involved, an increase in weight or less gravity would cause a decrease in weight . But your mass stays the same. "
